CODE2,CODE1,CODEBASE,H_CNT,P_CNT,M_CNT,F_CNT,INFO_TIME
A6727-12,A6727-12-007,A6727-0207-00,65,214,106,108,103Y12M
A6727-12,A6727-12-008,A6727-0209-00,30,108,60,48,103Y12M
A6727-12,A6727-12-008,A6727-0211-00,42,124,65,59,103Y12M
A6727-12,A6727-12-008,A6727-0213-00,41,105,50,55,103Y12M
A6727-13,A6727-13-001,A6727-0158-00,126,323,155,168,103Y12M
A6727-13,A6727-13-002,A6727-0159-00,103,260,134,126,103Y12M
A6727-13,A6727-13-003,A6727-0160-00,67,167,88,79,103Y12M
A6727-13,A6727-13-004,A6727-0167-00,120,303,154,149,103Y12M
A6727-13,A6727-13-005,A6727-0169-00,237,618,337,281,103Y12M
A6727-13,A6727-13-006,A6727-0152-00,78,212,110,102,103Y12M
A6727-13,A6727-13-006,A6727-0173-00,60,138,71,67,103Y12M
A6727-13,A6727-13-007,A6727-0177-00,24,43,25,18,103Y12M
A6727-13,A6727-13-008,A6727-0180-00,143,351,178,173,103Y12M
A6727-13,A6727-13-008,A6727-0183-00,47,136,69,67,103Y12M
A6727-13,A6727-13-009,A6727-0189-00,148,332,173,159,103Y12M
A6727-13,A6727-13-010,A6727-0208-00,121,286,148,138,103Y12M
A6727-13,A6727-13-010,A6727-0221-00,4,7,4,3,103Y12M
A6727-13,A6727-13-010,A6727-0261-00,1,1,0,1,103Y12M
A6727-13,A6727-13-010,A6727-0263-00,27,68,32,36,103Y12M
A6727-13,A6727-13-011,A6727-0265-00,1,1,1,0,103Y12M
A6727-13,A6727-13-011,A6727-0266-00,29,80,37,43,103Y12M
A6727-13,A6727-13-011,A6727-0274-00,102,244,129,115,103Y12M
A6727-13,A6727-13-011,A6727-0282-00,9,40,21,19,103Y12M
A6727-14,A6727-14-001,A6727-0149-00,22,54,24,30,103Y12M
A6727-14,A6727-14-001,A6727-0156-00,120,332,171,161,103Y12M
A6727-14,A6727-14-002,A6727-0155-00,8,21,10,11,103Y12M
A6727-14,A6727-14-002,A6727-0162-00,26,65,34,31,103Y12M
A6727-14,A6727-14-002,A6727-0175-00,38,110,61,49,103Y12M
A6727-14,A6727-14-002,A6727-0179-00,15,46,22,24,103Y12M
A6727-14,A6727-14-003,A6727-0178-00,77,235,127,108,103Y12M
A6727-14,A6727-14-003,A6727-0182-00,80,234,118,116,103Y12M
A6727-14,A6727-14-004,A6727-0187-00,37,97,53,44,103Y12M
A6727-14,A6727-14-004,A6727-0193-00,62,172,81,91,103Y12M
A6727-14,A6727-14-005,A6727-0194-00,164,424,222,202,103Y12M
A6727-14,A6727-14-006,A6727-0195-00,148,401,189,212,103Y12M
A6727-14,A6727-14-007,A6727-0200-00,94,301,164,137,103Y12M
A6727-14,A6727-14-008,A6727-0216-00,119,368,188,180,103Y12M
A6727-14,A6727-14-009,A6727-0250-00,42,116,56,60,103Y12M
A6727-14,A6727-14-009,A6727-0269-00,91,252,142,110,103Y12M
A6727-14,A6727-14-009,A6727-0279-00,19,59,28,31,103Y12M
A6727-15,A6727-15-001,A6727-0210-00,42,105,50,55,103Y12M
A6727-15,A6727-15-001,A6727-0217-00,94,246,135,111,103Y12M
A6727-15,A6727-15-002,A6727-0219-00,132,393,203,190,103Y12M
A6727-15,A6727-15-003,A6727-0220-00,47,142,75,67,103Y12M
A6727-15,A6727-15-003,A6727-0224-00,44,119,66,53,103Y12M
A6727-15,A6727-15-004,A6727-0225-00,69,232,115,117,103Y12M
A6727-15,A6727-15-005,A6727-0227-00,104,296,144,152,103Y12M
A6727-15,A6727-15-006,A6727-0228-00,147,430,206,224,103Y12M
A6727-15,A6727-15-007,A6727-0231-00,88,248,126,122,103Y12M
A6727-15,A6727-15-008,A6727-0233-00,102,232,114,118,103Y12M
A6727-15,A6727-15-008,A6727-0236-00,28,105,56,49,103Y12M
A6727-15,A6727-15-009,A6727-0235-00,95,292,149,143,103Y12M
A6727-15,A6727-15-010,A6727-0239-00,26,87,47,40,103Y12M
A6727-15,A6727-15-010,A6727-0246-00,64,190,95,95,103Y12M
A6727-16,A6727-16-001,A6727-0214-00,57,168,87,81,103Y12M
A6727-16,A6727-16-001,A6727-0218-00,80,282,143,139,103Y12M
A6727-16,A6727-16-002,A6727-0222-00,119,327,174,153,103Y12M
A6727-16,A6727-16-003,A6727-0226-00,196,561,269,292,103Y12M
A6727-16,A6727-16-003,A6727-0229-00,56,162,85,77,103Y12M
A6727-16,A6727-16-004,A6727-0230-00,120,344,158,186,103Y12M
A6727-16,A6727-16-005,A6727-0234-00,53,190,93,97,103Y12M
A6727-16,A6727-16-006,A6727-0238-00,246,606,297,309,103Y12M
A6727-16,A6727-16-007,A6727-0241-00,96,314,154,160,103Y12M
A6727-16,A6727-16-008,A6727-0242-00,119,366,184,182,103Y12M
A6727-16,A6727-16-009,A6727-0247-00,76,236,130,106,103Y12M
A6727-16,A6727-16-009,A6727-0249-00,32,117,56,61,103Y12M
A6727-16,A6727-16-010,A6727-0253-00,76,226,112,114,103Y12M
A6727-16,A6727-16-010,A6727-0255-00,68,204,99,105,103Y12M
A6727-17,A6727-17-001,A6727-0240-00,92,263,126,137,103Y12M
A6727-17,A6727-17-002,A6727-0245-00,149,398,190,208,103Y12M
A6727-17,A6727-17-003,A6727-0248-00,39,111,53,58,103Y12M
A6727-17,A6727-17-003,A6727-0252-00,29,94,47,47,103Y12M
A6727-17,A6727-17-003,A6727-0256-00,59,150,87,63,103Y12M
A6727-17,A6727-17-004,A6727-0254-00,40,107,58,49,103Y12M
A6727-17,A6727-17-004,A6727-0257-00,50,180,89,91,103Y12M
A6727-17,A6727-17-005,A6727-0258-00,108,293,143,150,103Y12M
A6727-17,A6727-17-006,A6727-0244-00,92,251,120,131,103Y12M
A6727-17,A6727-17-006,A6727-0259-00,117,382,193,189,103Y12M
A6727-17,A6727-17-007,A6727-0260-00,75,202,94,108,103Y12M
A6727-17,A6727-17-008,A6727-0262-00,75,179,98,81,103Y12M
A6727-17,A6727-17-008,A6727-0264-00,91,249,131,118,103Y12M
A6727-17,A6727-17-009,A6727-0270-00,107,270,144,126,103Y12M
A6727-17,A6727-17-009,A6727-0271-00,89,267,130,137,103Y12M
A6727-18,A6727-18-001,A6727-0212-00,121,279,138,141,103Y12M
A6727-18,A6727-18-001,A6727-0232-00,26,72,39,33,103Y12M
A6727-18,A6727-18-002,A6727-0237-00,45,124,68,56,103Y12M
A6727-18,A6727-18-002,A6727-0251-00,65,190,107,83,103Y12M
A6727-18,A6727-18-002,A6727-0267-00,27,73,34,39,103Y12M
A6727-18,A6727-18-002,A6727-0273-00,12,29,12,17,103Y12M
A6727-18,A6727-18-002,A6727-0290-00,6,14,7,7,103Y12M
A6727-18,A6727-18-004,A6727-0292-00,51,138,66,72,103Y12M
A6727-18,A6727-18-004,A6727-0297-00,72,166,87,79,103Y12M
A6727-18,A6727-18-005,A6727-0300-00,9,22,13,9,103Y12M
A6727-18,A6727-18-005,A6727-0308-00,3,3,1,2,103Y12M
A6727-18,A6727-18-005,A6727-0309-00,5,9,7,2,103Y12M
A6727-18,A6727-18-005,A6727-0314-00,3,3,2,1,103Y12M
A6727-18,A6727-18-005,A6727-0316-00,2,6,4,2,103Y12M
A6727-18,A6727-18-005,A6727-0319-00,2,2,1,1,103Y12M
A6727-18,A6727-18-005,A6727-0324-00,50,115,57,58,103Y12M
A6727-18,A6727-18-006,A6727-0304-00,6,11,9,2,103Y12M
A6727-18,A6727-18-006,A6727-0321-00,13,30,16,14,103Y12M
A6727-18,A6727-18-006,A6727-0323-00,8,14,7,7,103Y12M
A6727-18,A6727-18-006,A6727-0326-00,90,237,120,117,103Y12M
A6727-18,A6727-18-007,A6727-0306-00,30,84,47,37,103Y12M
A6727-18,A6727-18-007,A6727-0325-00,82,242,122,120,103Y12M
A6727-18,A6727-18-008,A6727-0329-00,68,248,127,121,103Y12M
A6727-18,A6727-18-008,A6727-0334-00,76,215,112,103,103Y12M
A6727-18,A6727-18-009,A6727-0333-00,66,215,105,110,103Y12M
A6727-18,A6727-18-009,A6727-0338-00,47,151,81,70,103Y12M
A6727-18,A6727-18-010,A6727-0341-00,101,294,153,141,103Y12M
A6727-18,A6727-18-011,A6727-0330-00,70,204,99,105,103Y12M
A6727-18,A6727-18-011,A6727-0331-00,5,9,7,2,103Y12M
A6727-18,A6727-18-011,A6727-0351-00,37,129,60,69,103Y12M
A6727-19,A6727-19-001,A6727-0277-00,82,248,130,118,103Y12M
A6727-19,A6727-19-002,A6727-0280-00,67,210,123,87,103Y12M
A6727-19,A6727-19-003,A6727-0283-00,125,362,189,173,103Y12M
A6727-19,A6727-19-004,A6727-0287-00,26,89,50,39,103Y12M
A6727-19,A6727-19-004,A6727-0288-00,48,133,70,63,103Y12M
A6727-19,A6727-19-005,A6727-0285-00,149,413,202,211,103Y12M
A6727-19,A6727-19-005,A6727-0293-00,4,6,4,2,103Y12M
A6727-19,A6727-19-006,A6727-0289-00,35,97,53,44,103Y12M
A6727-19,A6727-19-006,A6727-0295-00,42,130,60,70,103Y12M
A6727-19,A6727-19-007,A6727-0296-00,14,38,14,24,103Y12M
A6727-19,A6727-19-007,A6727-0299-00,138,411,211,200,103Y12M
A6727-19,A6727-19-007,A6727-0301-00,17,48,24,24,103Y12M
A6727-19,A6727-19-007,A6727-0303-00,2,5,2,3,103Y12M
A6727-19,A6727-19-008,A6727-0302-00,52,134,66,68,103Y12M
A6727-19,A6727-19-008,A6727-0307-00,47,117,64,53,103Y12M
A6727-19,A6727-19-009,A6727-0305-00,114,308,166,142,103Y12M
A6727-19,A6727-19-010,A6727-0310-00,86,221,106,115,103Y12M
A6727-20,A6727-20-001,A6727-0272-00,98,281,147,134,103Y12M
A6727-20,A6727-20-002,A6727-0276-00,49,157,80,77,103Y12M
A6727-20,A6727-20-002,A6727-0281-00,98,289,144,145,103Y12M
A6727-20,A6727-20-003,A6727-0278-00,2,3,2,1,103Y12M
A6727-20,A6727-20-003,A6727-0286-00,85,240,135,105,103Y12M
A6727-20,A6727-20-003,A6727-0291-00,15,39,18,21,103Y12M
A6727-20,A6727-20-003,A6727-0298-00,2,2,1,1,103Y12M
A6727-20,A6727-20-004,A6727-0312-00,40,102,59,43,103Y12M
A6727-20,A6727-20-004,A6727-0318-00,51,137,68,69,103Y12M
A6727-20,A6727-20-005,A6727-0353-00,74,242,119,123,103Y12M
A6727-20,A6727-20-006,A6727-0352-00,31,78,45,33,103Y12M
A6727-20,A6727-20-006,A6727-0359-00,81,220,119,101,103Y12M
A6727-20,A6727-20-006,A6727-0361-00,58,170,86,84,103Y12M
A6727-20,A6727-20-007,A6727-0336-00,7,8,5,3,103Y12M
A6727-20,A6727-20-007,A6727-0356-00,22,77,41,36,103Y12M
A6727-20,A6727-20-007,A6727-0358-00,12,34,18,16,103Y12M
A6727-20,A6727-20-007,A6727-0368-00,33,88,46,42,103Y12M
A6727-20,A6727-20-008,A6727-0363-00,116,349,190,159,103Y12M
A6727-20,A6727-20-009,A6727-0371-00,108,298,159,139,103Y12M
A6727-22,A6727-22-001,A6727-0332-00,73,214,95,119,103Y12M
A6727-22,A6727-22-002,A6727-0335-00,82,239,123,116,103Y12M
A6727-22,A6727-22-003,A6727-0339-00,139,381,203,178,103Y12M
A6727-22,A6727-22-004,A6727-0340-00,126,334,177,157,103Y12M
A6727-22,A6727-22-005,A6727-0342-00,151,440,222,218,103Y12M
A6727-22,A6727-22-006,A6727-0344-00,115,314,165,149,103Y12M
A6727-22,A6727-22-007,A6727-0345-00,50,128,78,50,103Y12M
A6727-22,A6727-22-007,A6727-0346-00,54,132,64,68,103Y12M
A6727-22,A6727-22-007,A6727-0347-00,47,138,73,65,103Y12M
A6727-22,A6727-22-008,A6727-0337-00,61,167,83,84,103Y12M
A6727-22,A6727-22-008,A6727-0349-00,18,40,22,18,103Y12M
A6727-22,A6727-22-009,A6727-0348-00,122,351,159,192,103Y12M
A6727-22,A6727-22-010,A6727-0354-00,51,157,89,68,103Y12M
A6727-23,A6727-23-001,A6727-0311-00,68,179,97,82,103Y12M
A6727-23,A6727-23-001,A6727-0313-00,70,201,94,107,103Y12M
A6727-23,A6727-23-002,A6727-0315-00,102,291,157,134,103Y12M
A6727-23,A6727-23-002,A6727-0328-00,50,127,63,64,103Y12M
A6727-23,A6727-23-003,A6727-0317-00,46,155,83,72,103Y12M
A6727-23,A6727-23-003,A6727-0322-00,88,285,146,139,103Y12M
A6727-23,A6727-23-004,A6727-0327-00,132,269,127,142,103Y12M
A6727-23,A6727-23-005,A6727-0355-00,75,254,130,124,103Y12M
A6727-23,A6727-23-005,A6727-0357-00,2,10,5,5,103Y12M
A6727-23,A6727-23-006,A6727-0360-00,91,305,160,145,103Y12M
A6727-23,A6727-23-006,A6727-0362-00,26,95,49,46,103Y12M
A6727-23,A6727-23-007,A6727-0364-00,120,338,177,161,103Y12M
A6727-23,A6727-23-008,A6727-0365-00,70,201,113,88,103Y12M
A6727-23,A6727-23-008,A6727-0366-00,93,261,142,119,103Y12M
A6727-23,A6727-23-009,A6727-0367-00,14,33,15,18,103Y12M
A6727-23,A6727-23-009,A6727-0369-00,48,138,73,65,103Y12M
A6727-23,A6727-23-009,A6727-0370-00,64,170,94,76,103Y12M
A6728-01,A6728-01-001,A6728-0001-00,21,57,38,19,103Y12M
A6728-01,A6728-01-001,A6728-0008-00,62,205,100,105,103Y12M
A6728-01,A6728-01-002,A6728-0003-00,16,50,30,20,103Y12M
A6728-01,A6728-01-002,A6728-0018-00,94,271,146,125,103Y12M
A6728-01,A6728-01-003,A6728-0004-00,54,182,101,81,103Y12M
A6728-01,A6728-01-003,A6728-0006-00,71,199,109,90,103Y12M
A6728-01,A6728-01-004,A6728-0025-00,71,232,129,103,103Y12M
A6728-01,A6728-01-005,A6728-0033-00,93,284,146,138,103Y12M
A6728-01,A6728-01-006,A6728-0034-00,76,217,107,110,103Y12M
A6728-01,A6728-01-006,A6728-0036-00,56,168,91,77,103Y12M
A6728-01,A6728-01-007,A6728-0027-00,99,291,146,145,103Y12M
A6728-01,A6728-01-007,A6728-0031-00,68,200,105,95,103Y12M
A6728-01,A6728-01-007,A6728-0038-00,19,53,27,26,103Y12M
A6728-01,A6728-01-008,A6728-0039-00,94,261,133,128,103Y12M
A6728-01,A6728-01-009,A6728-0046-00,55,167,79,88,103Y12M
A6728-01,A6728-01-009,A6728-0047-00,10,32,15,17,103Y12M
A6728-01,A6728-01-009,A6728-0049-00,39,104,54,50,103Y12M
A6728-02,A6728-02-001,A6728-0002-00,21,57,28,29,103Y12M
A6728-02,A6728-02-001,A6728-0005-00,25,79,33,46,103Y12M
A6728-02,A6728-02-002,A6728-0010-00,104,309,163,146,103Y12M
A6728-02,A6728-02-003,A6728-0012-00,63,170,90,80,103Y12M
A6728-02,A6728-02-004,A6728-0013-00,142,380,198,182,103Y12M
A6728-02,A6728-02-004,A6728-0019-00,49,141,78,63,103Y12M
A6728-02,A6728-02-005,A6728-0014-00,83,276,134,142,103Y12M
A6728-02,A6728-02-006,A6728-0022-00,58,184,96,88,103Y12M
A6728-02,A6728-02-006,A6728-0026-00,12,38,23,15,103Y12M
A6728-02,A6728-02-006,A6728-0028-00,43,141,78,63,103Y12M
A6728-02,A6728-02-007,A6728-0023-00,66,216,102,114,103Y12M
A6728-02,A6728-02-007,A6728-0030-00,61,194,99,95,103Y12M
A6728-02,A6728-02-008,A6728-0024-00,73,247,109,138,103Y12M
A6728-02,A6728-02-008,A6728-0035-00,58,167,94,73,103Y12M
A6728-02,A6728-02-009,A6728-0040-00,60,160,75,85,103Y12M
A6728-03,A6728-03-001,A6728-0007-00,35,119,66,53,103Y12M
A6728-03,A6728-03-001,A6728-0011-00,29,106,55,51,103Y12M
A6728-03,A6728-03-002,A6728-0015-00,76,228,119,109,103Y12M
A6728-03,A6728-03-002,A6728-0016-00,43,122,65,57,103Y12M
A6728-03,A6728-03-003,A6728-0009-00,1,4,4,0,103Y12M
A6728-03,A6728-03-003,A6728-0037-00,20,56,31,25,103Y12M
A6728-03,A6728-03-003,A6728-0042-00,71,192,90,102,103Y12M
A6728-03,A6728-03-004,A6728-0020-00,103,308,162,146,103Y12M
A6728-03,A6728-03-005,A6728-0021-00,52,158,82,76,103Y12M
A6728-03,A6728-03-006,A6728-0029-00,76,228,110,118,103Y12M
A6728-03,A6728-03-007,A6728-0032-00,26,73,45,28,103Y12M
A6728-03,A6728-03-007,A6728-0041-00,68,188,95,93,103Y12M
A6728-03,A6728-03-007,A6728-0043-00,39,141,71,70,103Y12M
A6728-03,A6728-03-008,A6728-0044-00,37,101,49,52,103Y12M
A6728-03,A6728-03-008,A6728-0050-00,89,277,158,119,103Y12M
A6728-03,A6728-03-008,A6728-0051-00,50,143,74,69,103Y12M
A6728-03,A6728-03-009,A6728-0048-00,161,501,259,242,103Y12M
A6728-04,A6728-04-001,A6728-0052-00,2,11,6,5,103Y12M
A6728-04,A6728-04-001,A6728-0053-00,34,96,53,43,103Y12M
A6728-04,A6728-04-001,A6728-0054-00,65,187,101,86,103Y12M
A6728-04,A6728-04-001,A6728-0055-00,11,40,17,23,103Y12M
A6728-04,A6728-04-002,A6728-0056-00,97,334,179,155,103Y12M
A6728-04,A6728-04-003,A6728-0057-00,159,451,233,218,103Y12M
A6728-04,A6728-04-004,A6728-0045-00,35,71,29,42,103Y12M
A6728-04,A6728-04-004,A6728-0059-00,45,119,59,60,103Y12M
A6728-04,A6728-04-004,A6728-0066-00,46,138,72,66,103Y12M
A6728-04,A6728-04-004,A6728-0073-00,26,67,30,37,103Y12M
A6728-04,A6728-04-005,A6728-0058-00,71,193,97,96,103Y12M
A6728-04,A6728-04-005,A6728-0060-00,65,210,102,108,103Y12M
A6728-04,A6728-04-005,A6728-0061-00,17,70,27,43,103Y12M
A6728-04,A6728-04-005,A6728-0062-00,15,44,21,23,103Y12M
A6728-04,A6728-04-006,A6728-0069-00,47,163,81,82,103Y12M
A6728-04,A6728-04-006,A6728-0080-00,70,208,101,107,103Y12M
A6728-04,A6728-04-007,A6728-0070-00,80,297,149,148,103Y12M
A6728-05,A6728-05-001,A6728-0076-00,152,444,228,216,103Y12M
A6728-05,A6728-05-002,A6728-0082-00,80,249,118,131,103Y12M
A6728-05,A6728-05-003,A6728-0084-00,126,435,206,229,103Y12M
A6728-05,A6728-05-004,A6728-0095-00,116,360,188,172,103Y12M
A6728-05,A6728-05-005,A6728-0098-00,65,227,114,113,103Y12M
A6728-05,A6728-05-005,A6728-0101-00,66,231,126,105,103Y12M
A6728-05,A6728-05-006,A6728-0102-00,140,424,201,223,103Y12M
A6728-05,A6728-05-007,A6728-0107-00,69,217,122,95,103Y12M
A6728-05,A6728-05-007,A6728-0110-00,46,135,73,62,103Y12M
A6728-05,A6728-05-008,A6728-0113-00,66,225,114,111,103Y12M
A6728-05,A6728-05-009,A6728-0117-00,119,398,186,212,103Y12M
A6728-06,A6728-06-001,A6728-0078-00,110,362,176,186,103Y12M
A6728-06,A6728-06-002,A6728-0079-00,78,230,110,120,103Y12M
A6728-06,A6728-06-003,A6728-0081-00,63,224,114,110,103Y12M
A6728-06,A6728-06-003,A6728-0090-00,75,244,111,133,103Y12M
A6728-06,A6728-06-004,A6728-0086-00,43,153,71,82,103Y12M
A6728-06,A6728-06-004,A6728-0089-00,30,87,48,39,103Y12M
A6728-06,A6728-06-004,A6728-0091-00,34,129,63,66,103Y12M
A6728-06,A6728-06-005,A6728-0093-00,101,320,159,161,103Y12M
A6728-06,A6728-06-006,A6728-0094-00,93,299,155,144,103Y12M
A6728-06,A6728-06-007,A6728-0085-00,55,186,95,91,103Y12M
A6728-06,A6728-06-007,A6728-0106-00,4,6,4,2,103Y12M
A6728-06,A6728-06-007,A6728-0118-00,113,370,172,198,103Y12M
A6728-06,A6728-06-008,A6728-0112-00,117,364,177,187,103Y12M
A6728-07,A6728-07-001,A6728-0065-00,159,455,217,238,103Y12M
A6728-07,A6728-07-002,A6728-0063-00,26,93,43,50,103Y12M
A6728-07,A6728-07-002,A6728-0064-00,6,20,9,11,103Y12M
A6728-07,A6728-07-002,A6728-0074-00,140,434,218,216,103Y12M
A6728-07,A6728-07-003,A6728-0067-00,77,229,107,122,103Y12M
A6728-07,A6728-07-003,A6728-0068-00,67,207,110,97,103Y12M
A6728-07,A6728-07-004,A6728-0071-00,47,144,82,62,103Y12M
A6728-07,A6728-07-004,A6728-0072-00,28,80,42,38,103Y12M
A6728-07,A6728-07-004,A6728-0075-00,51,169,83,86,103Y12M
A6728-07,A6728-07-005,A6728-0077-00,4,11,4,7,103Y12M
A6728-07,A6728-07-005,A6728-0092-00,84,283,142,141,103Y12M
A6728-07,A6728-07-005,A6728-0099-00,38,85,43,42,103Y12M
A6728-07,A6728-07-005,A6728-0100-00,4,6,3,3,103Y12M
A6728-07,A6728-07-005,A6728-0116-00,50,168,78,90,103Y12M
A6728-07,A6728-07-006,A6728-0120-00,93,296,146,150,103Y12M
A6728-07,A6728-07-007,A6728-0158-00,22,63,37,26,103Y12M
A6728-07,A6728-07-007,A6728-0187-00,58,162,83,79,103Y12M
A6728-08,A6728-08-001,A6728-0087-00,94,325,151,174,103Y12M
A6728-08,A6728-08-002,A6728-0096-00,66,205,93,112,103Y12M
A6728-08,A6728-08-002,A6728-0104-00,28,98,44,54,103Y12M
A6728-08,A6728-08-003,A6728-0097-00,36,124,62,62,103Y12M
A6728-08,A6728-08-003,A6728-0108-00,36,141,70,71,103Y12M
A6728-08,A6728-08-004,A6728-0103-00,108,367,177,190,103Y12M
A6728-08,A6728-08-005,A6728-0105-00,109,395,195,200,103Y12M
A6728-08,A6728-08-006,A6728-0114-00,132,450,232,218,103Y12M
A6728-08,A6728-08-007,A6728-0111-00,110,376,180,196,103Y12M
A6728-08,A6728-08-007,A6728-0119-00,28,92,44,48,103Y12M
A6728-08,A6728-08-008,A6728-0115-00,74,257,134,123,103Y12M
A6728-08,A6728-08-008,A6728-0129-00,27,95,52,43,103Y12M
A6728-08,A6728-08-009,A6728-0127-00,93,304,165,139,103Y12M
A6728-08,A6728-08-009,A6728-0133-00,41,130,71,59,103Y12M
A6728-09,A6728-09-001,A6728-0109-00,77,230,112,118,103Y12M
A6728-09,A6728-09-002,A6728-0132-00,84,251,138,113,103Y12M
A6728-09,A6728-09-002,A6728-0134-00,49,169,87,82,103Y12M
A6728-09,A6728-09-003,A6728-0144-00,116,382,192,190,103Y12M
A6728-09,A6728-09-004,A6728-0130-00,43,143,72,71,103Y12M
A6728-09,A6728-09-004,A6728-0148-00,89,221,105,116,103Y12M
A6728-09,A6728-09-005,A6728-0149-00,155,445,213,232,103Y12M
A6728-09,A6728-09-006,A6728-0143-00,51,173,82,91,103Y12M
A6728-09,A6728-09-006,A6728-0161-00,61,197,98,99,103Y12M
A6728-09,A6728-09-007,A6728-0153-00,107,353,190,163,103Y12M
A6728-09,A6728-09-007,A6728-0154-00,41,138,75,63,103Y12M
A6728-09,A6728-09-008,A6728-0164-00,137,454,237,217,103Y12M
A6728-10,A6728-10-001,A6728-0122-00,106,400,193,207,103Y12M
A6728-10,A6728-10-001,A6728-0123-00,25,79,36,43,103Y12M
A6728-10,A6728-10-002,A6728-0124-00,88,263,127,136,103Y12M
A6728-10,A6728-10-003,A6728-0128-00,102,313,172,141,103Y12M
A6728-10,A6728-10-003,A6728-0131-00,41,140,72,68,103Y12M
A6728-10,A6728-10-004,A6728-0136-00,130,437,219,218,103Y12M
A6728-10,A6728-10-005,A6728-0138-00,124,410,195,215,103Y12M
A6728-10,A6728-10-006,A6728-0135-00,72,271,130,141,103Y12M
A6728-10,A6728-10-006,A6728-0150-00,44,142,71,71,103Y12M
A6728-10,A6728-10-007,A6728-0142-00,79,253,124,129,103Y12M
A6728-10,A6728-10-008,A6728-0145-00,90,293,143,150,103Y12M
A6728-10,A6728-10-009,A6728-0151-00,34,113,61,52,103Y12M
A6728-10,A6728-10-009,A6728-0152-00,61,199,106,93,103Y12M
A6728-11,A6728-11-001,A6728-0121-00,36,145,72,73,103Y12M
A6728-11,A6728-11-002,A6728-0125-00,72,239,121,118,103Y12M
A6728-11,A6728-11-003,A6728-0126-00,90,299,149,150,103Y12M
A6728-11,A6728-11-004,A6728-0139-00,93,313,159,154,103Y12M
A6728-11,A6728-11-005,A6728-0137-00,41,148,79,69,103Y12M
A6728-11,A6728-11-005,A6728-0146-00,68,199,91,108,103Y12M
A6728-11,A6728-11-006,A6728-0140-00,85,250,133,117,103Y12M
A6728-11,A6728-11-006,A6728-0147-00,40,101,50,51,103Y12M
A6728-11,A6728-11-007,A6728-0141-00,128,354,171,183,103Y12M
A6728-11,A6728-11-008,A6728-0155-00,44,143,80,63,103Y12M
A6728-11,A6728-11-008,A6728-0157-00,36,121,62,59,103Y12M
A6728-11,A6728-11-009,A6728-0156-00,67,186,87,99,103Y12M
A6728-11,A6728-11-009,A6728-0159-00,52,157,84,73,103Y12M
A6728-11,A6728-11-010,A6728-0160-00,65,195,94,101,103Y12M
A6728-12,A6728-12-001,A6728-0163-00,106,332,167,165,103Y12M
A6728-12,A6728-12-002,A6728-0167-00,66,223,120,103,103Y12M
A6728-12,A6728-12-003,A6728-0166-00,45,131,70,61,103Y12M
A6728-12,A6728-12-003,A6728-0170-00,55,169,87,82,103Y12M
A6728-12,A6728-12-004,A6728-0174-00,64,184,101,83,103Y12M
A6728-12,A6728-12-005,A6728-0177-00,33,113,56,57,103Y12M
A6728-12,A6728-12-005,A6728-0179-00,108,370,194,176,103Y12M
A6728-12,A6728-12-006,A6728-0178-00,53,177,82,95,103Y12M
A6728-12,A6728-12-006,A6728-0192-00,36,112,55,57,103Y12M
A6728-12,A6728-12-007,A6728-0180-00,58,188,91,97,103Y12M
A6728-12,A6728-12-007,A6728-0190-00,71,221,99,122,103Y12M
A6728-12,A6728-12-008,A6728-0196-00,99,270,136,134,103Y12M
A6728-12,A6728-12-009,A6728-0197-00,91,247,124,123,103Y12M
A6728-13,A6728-13-001,A6728-0162-00,87,255,110,145,103Y12M
A6728-13,A6728-13-002,A6728-0168-00,41,102,50,52,103Y12M
A6728-13,A6728-13-002,A6728-0181-00,104,299,146,153,103Y12M
A6728-13,A6728-13-003,A6728-0175-00,125,372,179,193,103Y12M
A6728-13,A6728-13-004,A6728-0182-00,37,117,61,56,103Y12M
A6728-13,A6728-13-004,A6728-0191-00,54,160,85,75,103Y12M
A6728-13,A6728-13-005,A6728-0198-00,142,481,260,221,103Y12M
A6728-13,A6728-13-006,A6728-0200-00,71,230,111,119,103Y12M
A6728-13,A6728-13-006,A6728-0204-00,32,101,48,53,103Y12M
A6728-13,A6728-13-007,A6728-0202-00,61,189,92,97,103Y12M
A6728-13,A6728-13-007,A6728-0207-00,74,207,106,101,103Y12M
A6728-13,A6728-13-008,A6728-0211-00,109,352,171,181,103Y12M
A6728-14,A6728-14-001,A6728-0169-00,76,222,115,107,103Y12M
A6728-14,A6728-14-001,A6728-0176-00,32,84,42,42,103Y12M
A6728-14,A6728-14-002,A6728-0171-00,31,88,42,46,103Y12M
A6728-14,A6728-14-002,A6728-0172-00,63,209,111,98,103Y12M
A6728-14,A6728-14-003,A6728-0183-00,66,215,119,96,103Y12M
A6728-14,A6728-14-004,A6728-0185-00,66,210,101,109,103Y12M
A6728-14,A6728-14-005,A6728-0186-00,32,110,56,54,103Y12M
A6728-14,A6728-14-005,A6728-0189-00,34,116,63,53,103Y12M
A6728-14,A6728-14-005,A6728-0193-00,59,196,99,97,103Y12M
A6728-14,A6728-14-006,A6728-0203-00,109,334,171,163,103Y12M
A6728-14,A6728-14-007,A6728-0215-00,113,345,172,173,103Y12M
A6728-14,A6728-14-008,A6728-0231-00,77,282,143,139,103Y12M
A6728-14,A6728-14-009,A6728-0246-00,122,402,195,207,103Y12M
