區別,里別,'10/01-10/07','10/08-10/14','10/15-10/21','10/22-10/28','10/29-11/04','11/05-11/11','11/12-11/18','11/19-11/25','11/26-12/02','12/03-12/09','12/10-12/16','12/17-12/23','12/24-12/30','12/31-01/06','01/07-01/13','01/14-01/20','01/21-01/27','01/28-02/03','02/04-02/10'
苓雅區,城北里,2,4,3,7,1,1,4,2,5,3,1,0,1,0,0,0,0,0,0
苓雅區,意誠里,1,1,4,1,4,4,6,0,1,3,1,0,1,0,0,0,0,0,0
鼓山區,鼓岩里,1,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
前鎮區,前鎮里,1,1,1,1,2,1,4,2,2,1,0,0,0,0,0,0,0,0,0
岡山區,三和里,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
苓雅區,林西里,1,0,3,3,4,6,7,8,6,0,3,1,0,1,0,0,0,0,0
前鎮區,建隆里,1,6,2,3,1,0,1,1,2,2,0,0,0,0,1,0,0,0,0
前鎮區,瑞豐里,1,0,0,2,2,2,1,2,7,1,3,0,1,0,0,0,0,0,0
楠梓區,宏昌里,1,1,1,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
梓官區,信蚵里,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
苓雅區,建軍里,1,0,6,6,0,3,1,10,2,1,1,0,0,0,0,0,1,0,0
苓雅區,福康里,1,4,1,0,2,6,7,3,3,2,1,1,0,1,0,0,0,0,0
甲仙區,西安里,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
前鎮區,鎮北里,0,1,0,0,2,0,2,3,1,7,2,4,0,1,0,0,0,0,0
楠梓區,玉屏里,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
前鎮區,瑞和里,0,1,2,2,2,7,4,6,3,3,0,1,3,0,0,0,0,0,0
新興區,華聲里,0,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
苓雅區,林榮里,0,8,5,8,4,5,12,15,8,5,5,2,2,2,1,0,0,0,0
小港區,店鎮里,0,2,1,3,1,1,2,6,2,3,3,5,1,0,0,2,0,0,0
橋頭區,德松里,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
三民區,安宜里,0,5,4,10,9,15,9,5,2,2,2,1,2,1,0,0,0,0,0
三民區,立誠里,0,4,0,6,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0
梓官區,梓和里,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0
三民區,川東里,0,2,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
岡山區,忠孝里,0,1,1,1,0,2,1,1,0,1,1,1,1,0,0,0,0,0,0
田寮區,古亭里,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鳳山區,忠義里,0,1,2,0,2,2,2,6,3,3,0,0,0,1,1,0,0,0,0
橋頭區,頂鹽里,0,1,0,0,0,1,1,2,0,0,1,0,1,0,1,0,0,0,0
內門區,內興里,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
大樹區,竹寮里,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
前鎮區,竹東里,0,3,4,1,5,9,20,23,7,6,3,1,1,1,0,0,0,0,0
小港區,鳳宮里,0,1,0,0,0,1,3,3,5,1,3,1,3,0,0,1,0,0,0
鹽埕區,光明里,0,1,2,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0
前鎮區,瑞東里,0,1,0,2,2,4,3,5,6,4,1,0,2,0,0,0,0,0,0
小港區,順苓里,0,1,2,5,11,5,7,5,5,6,2,0,1,1,0,1,0,0,0
小港區,二苓里,0,4,5,4,10,6,11,11,4,8,4,6,3,0,0,0,0,0,0
鹽埕區,藍橋里,0,1,1,0,2,0,1,1,2,1,3,0,0,0,0,0,0,0,0
鹽埕區,江西里,0,2,1,0,0,3,4,5,1,1,2,0,1,0,0,0,0,0,0
前鎮區,竹內里,0,2,3,6,8,22,16,12,8,3,5,1,1,0,1,0,0,0,0
鼓山區,民族里,0,1,1,1,0,6,3,1,2,0,0,1,0,1,0,0,0,0,0
小港區,合作里,0,1,1,0,0,1,3,0,1,4,1,2,1,0,0,1,0,0,0
新興區,愛平里,0,1,1,2,1,0,1,1,1,1,1,0,2,0,0,1,0,0,0
大社區,翠屏里,0,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
小港區,鳳鳴里,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
新興區,玉衡里,0,1,3,0,0,1,0,1,4,1,1,0,0,0,0,0,0,0,0
岡山區,協榮里,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
鳳山區,中民里,0,1,0,0,3,1,2,5,0,0,1,0,2,0,0,0,0,0,0
鳳山區,二甲里,0,1,1,1,3,3,10,8,4,1,2,3,4,2,2,0,0,0,0
鼓山區,新民里,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
鼓山區,哨船頭里,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山區,仁義里,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
鹽埕區,港都里,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
燕巢區,角宿里,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
前金區,博孝里,0,0,1,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
美濃區,吉洋里,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梓官區,典寶里,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
鹽埕區,育仁里,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
田寮區,新興里,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鼓山區,自強里,0,0,1,2,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0
小港區,中厝里,0,0,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
鳳山區,福祥里,0,0,1,0,0,5,2,3,6,3,2,0,1,1,1,0,0,0,0
前鎮區,鎮陽里,0,0,1,0,1,3,0,3,1,5,1,0,1,0,0,0,0,0,0
岡山區,台上里,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
鳥松區,坔埔里,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
苓雅區,光華里,0,0,2,1,0,4,3,2,0,1,0,0,0,0,0,0,0,0,0
鹽埕區,沙地里,0,0,1,0,1,2,0,0,1,0,0,0,2,1,0,0,0,0,0
旗山區,上洲里,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山區,平安里,0,0,1,2,1,2,2,6,2,3,1,0,0,0,0,0,0,0,0
燕巢區,深水里,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
前金區,榮復里,0,0,1,0,0,0,2,3,1,1,1,0,0,0,0,0,0,0,0
梓官區,同安里,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
前鎮區,鎮東里,0,0,2,0,2,0,4,1,2,2,0,2,0,0,0,0,0,0,0
小港區,龍鳳里,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
三民區,本上里,0,0,1,0,2,3,1,0,1,3,1,0,1,0,0,0,0,0,0
鳳山區,鳳東里,0,0,1,0,0,1,5,3,3,4,0,1,0,0,0,1,0,0,0
林園區,林內里,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山區,壽天里,0,0,3,0,3,0,5,6,4,3,0,0,0,2,0,0,0,0,0
永安區,維新里,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
路竹區,頂寮里,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹽埕區,瀨南里,0,0,1,2,1,1,1,1,1,0,1,2,1,0,0,0,1,0,0
鳳山區,南和里,0,0,3,5,2,3,6,8,0,3,2,0,1,0,0,1,0,0,0
大寮區,前庄里,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
大寮區,內坑里,0,0,1,0,1,1,1,4,4,1,1,1,0,0,1,0,0,0,0
小港區,港興里,0,0,1,2,0,2,2,2,2,1,0,0,1,0,0,0,0,0,0
鳳山區,誠信里,0,0,1,0,1,0,0,2,3,2,0,0,0,1,0,0,0,0,0
鳳山區,文英里,0,0,1,2,1,2,2,3,1,0,2,4,0,1,0,0,0,0,0
鳳山區,南興里,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
阿蓮區,港後里,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
燕巢區,橫山里,0,0,0,2,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0
阿蓮區,青旗里,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
岡山區,華崗里,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
大樹區,溪埔里,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
大寮區,昭明里,0,0,0,1,1,0,1,5,0,0,1,0,0,0,0,0,0,0,0
大樹區,大樹里,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
旗津區,中華里,0,0,0,1,0,0,0,3,0,0,0,1,1,1,1,0,0,0,0
旗津區,旗下里,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0
旗山區,三協里,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
燕巢區,鳳雄里,0,0,0,2,2,4,1,1,5,4,4,0,0,0,0,0,0,0,0
美濃區,福安里,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
前金區,國民里,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
新興區,黎明里,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1
鳳山區,新興里,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
前鎮區,鎮昌里,0,0,0,1,2,3,1,1,3,3,2,0,1,2,0,0,0,0,0
楠梓區,秀昌里,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
新興區,振華里,0,0,0,2,0,1,0,0,3,1,1,1,0,0,0,0,0,1,0
旗津區,慈愛里,0,0,0,1,0,5,1,1,4,2,0,0,0,1,0,0,0,0,0
鹽埕區,新樂里,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
前鎮區,興化里,0,0,0,1,3,4,6,3,0,0,0,0,0,0,0,0,0,0,0
左營區,尾南里,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
永安區,保寧里,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新興區,德望里,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
茂林區,茂林里,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0
鳥松區,華美里,0,0,0,0,2,1,0,1,0,1,0,2,0,0,0,0,0,0,0
小港區,港墘里,0,0,0,0,1,2,1,2,1,0,1,0,0,2,0,0,0,0,0
鳳山區,生明里,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
林園區,東汕里,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0
鳳山區,和德里,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0
岡山區,大莊里,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岡山區,前峰里,0,0,0,0,1,0,2,2,4,1,0,0,0,0,0,0,0,0,0
新興區,新江里,0,0,0,0,3,2,4,2,0,0,1,2,2,1,1,0,0,0,0
旗津區,實踐里,0,0,0,0,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0
鼓山區,河邊里,0,0,0,0,7,6,4,5,3,1,0,0,0,1,0,0,0,0,0
鳳山區,和興里,0,0,0,0,1,1,0,1,0,5,2,2,0,0,0,1,0,0,0
岡山區,信義里,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
彌陀區,漯底里,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
六龜區,興龍里,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大樹區,和山里,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
旗津區,安順里,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0
路竹區,竹西里,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
阿蓮區,崗山里,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
內門區,永富里,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
林園區,林家里,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
小港區,大坪里,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
阿蓮區,清蓮里,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
大樹區,興山里,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
小港區,鳳林里,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
茄萣區,萬福里,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
大寮區,忠義里,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
內門區,內門里,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
鼓山區,寶樹里,0,0,0,0,0,1,2,1,1,3,1,0,0,1,0,0,0,0,0
岡山區,本洲里,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
路竹區,社西里,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
美濃區,吉東里,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
內門區,永興里,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
美濃區,中圳里,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
鳥松區,大竹里,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
旗山區,太平里,0,0,0,0,0,0,2,4,2,1,2,1,0,1,0,0,0,0,0
鳳山區,縣口里,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
旗山區,東平里,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
美濃區,合和里,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
林園區,中門里,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
小港區,鳳興里,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
鳳山區,三民里,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0
旗山區,永和里,0,0,0,0,0,0,2,0,1,1,2,1,0,0,2,0,0,0,0
美濃區,德興里,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
梓官區,赤東里,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
左營區,永清里,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
林園區,中厝里,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
大寮區,義仁里,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
路竹區,北嶺里,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
林園區,北汕里,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
苓雅區,城西里,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
岡山區,劉厝里,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
大樹區,水寮里,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
鼓山區,延平里,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0
大寮區,江山里,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
岡山區,石潭里,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
大寮區,新厝里,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
杉林區,月眉里,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
旗山區,中正里,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
林園區,潭頭里,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
燕巢區,南燕里,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0
六龜區,寶來里,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
林園區,文賢里,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
大寮區,潮寮里,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
橋頭區,芋寮里,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
林園區,五福里,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0
旗山區,中寮里,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
林園區,東林里,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
大樹區,檨腳里,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0
橋頭區,新莊里,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
彌陀區,彌陀里,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
鼓山區,登山里,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
燕巢區,東燕里,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
路竹區,鴨寮里,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
鹽埕區,慈愛里,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
新興區,德政里,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
永安區,永華里,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
美濃區,東門里,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
橋頭區,三德里,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
橋頭區,仕豐里,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
旗山區,廣福里,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
大社區,嘉誠里,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
林園區,龔厝里,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
大樹區,統嶺里,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
林園區,港埔里,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
杉林區,集來里,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
林園區,鳳芸里,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
內門區,光興里,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
鹽埕區,新化里,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
林園區,中汕里,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
六龜區,新興里,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
甲仙區,和安里,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
杉林區,上平里,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
旗山區,東昌里,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
鹽埕區,江南里,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
六龜區,文武里,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
田寮區,崇德里,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
六龜區,義寶里,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
橋頭區,甲北里,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
大寮區,光武里,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
橋頭區,西林里,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
大寮區,溪寮里,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
六龜區,新寮里,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
六龜區,六龜里,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
旗山區,大山里,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
鳳山區,成功里,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
那瑪夏區,達卡努瓦里,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
路竹區,三爺里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
旗山區,南洲里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
